id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
72593727,,24000,24000,24000, 60 months,14.46,564.18,C,C4,Perfusionist,1 year,MORTGAGE,130000,Source Verified,Feb-16,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72593727,,credit_card,Credit card refinancing,301xx,GA,14.19,2,Jan-01,665,669,1,7,,13,0,20868,61.6,31,w,11697.45,11697.45,20377.96,20377.96,12302.55,8075.41,0,0,0,Mar-19,564.18,Apr-19,Mar-19,599,595,0,66,1,Individual,,,,0,0,475490,2,1,1,1,6,32470,96,1,4,6851,79,33900,4,1,5,6,36576,7840,67.9,0,0,181,174,6,6,4,15,7,6,7,3,4,6,5,11,5,9,21,6,13,0,0,0,3,83.9,60,0,0,509407,53338,24400,33805,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72753649,,11700,11700,11700, 36 months,9.75,376.16,B,B3,Underwriter,4 years,MORTGAGE,76024,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72753649,,debt_consolidation,Debt consolidation,782xx,TX,26.76,0,Oct-01,695,699,0,61,,21,0,18932,41.4,42,w,0,0,11986.03,11986.03,11700,286.03,0,0,0,May-16,11575.02,,Jul-18,639,635,0,63,1,Individual,,,,0,0,312184,1,3,1,3,11,75770,84,3,6,8105,63,45700,5,8,2,9,15609,2644,76.2,0,0,172,113,6,6,2,29,61,0,61,2,2,6,2,7,16,17,24,7,21,0,0,0,4,95.2,50,0,0,381032,94702,11100,83842,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72743604,,14500,14500,14500, 60 months,21.97,400.23,E,E4,FAC,10+ years,MORTGAGE,54000,Source Verified,Feb-16,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72743604,,debt_consolidation,Debt consolidation,468xx,IN,37.29,1,Aug-82,715,719,0,14,,13,0,20247,62.5,27,w,7457.85,7457.85,14790.81,14790.81,7042.15,7748.66,0,0,0,Mar-19,400.23,Apr-19,Mar-19,739,735,0,74,1,Individual,,,,0,0,200859,1,5,1,2,4,96296,91,0,0,6121,80,32400,1,7,4,2,15451,6225,69.8,0,0,165,402,30,4,3,30,14,4,14,0,4,6,5,8,11,7,13,6,13,0,0,0,1,88.9,40,0,0,223126,116543,20600,101126,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72604255,,9800,9800,9800, 36 months,6.49,300.32,A,A2,assembly,10+ years,MORTGAGE,60000,Not Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72604255,,debt_consolidation,Debt consolidation,433xx,OH,27.34,0,Nov-93,750,754,0,31,,21,0,15107,26,48,w,0,0,10138.45,10138.45,9800,338.45,0,0,0,Sep-16,8615.65,,Jul-17,784,780,0,,1,Individual,,,,0,0,173092,2,8,1,2,3,21970,48,1,3,4007,36,58000,0,15,2,5,9110,28322,16.5,0,0,171,267,0,0,4,0,,7,31,0,3,5,6,11,19,12,25,5,21,0,0,0,2,97.9,0,0,0,249527,37077,33900,46277,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72553487,,10000,10000,10000, 60 months,9.75,211.25,B,B3,Gm,10+ years,OWN,140000,Not Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72553487,,home_improvement,Home improvement,062xx,CT,1.99,0,Jul-02,705,709,0,,70,7,1,7645,35.6,11,w,0,0,12100.87805,12100.88,10000,2100.88,0,0,0,Dec-18,5316.51,,Mar-19,714,710,0,,1,Individual,,,,0,578,272936,0,0,0,0,117,0,,0,0,7616,35,21500,0,1,0,0,45489,5955,56.2,0,0,163,98,27,26,1,27,,,,0,2,2,2,3,2,4,5,2,7,0,0,0,0,100,0,0,0,302419,7902,13600,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72613789,,8000,8000,8000, 36 months,16.29,282.41,D,D1,Carpenter,2 years,RENT,65000,Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72613789,,other,Other,895xx,NV,12.17,0,Nov-09,690,694,1,,,15,0,2321,18.7,23,f,0,0,10156.04919,10156.05,8000,2156.05,0,0,0,Feb-19,561.35,,Mar-19,729,725,0,,1,Individual,,,,0,2523,24455,1,8,1,2,2,22134,81,3,5,591,61,12400,1,0,5,7,1630,5247,16.7,0,0,75,35,7,2,0,7,,3,,0,2,5,3,4,15,7,8,5,15,0,0,0,4,100,0,0,0,39854,24455,6300,27454,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
71785829,,25000,25000,24825, 36 months,17.27,894.69,D,D2,Office Manager,10+ years,OWN,91000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=71785829,,debt_consolidation,Debt consolidation,895xx,NV,31.75,0,Jul-99,690,694,0,,,19,0,30676,71.3,41,f,0,0,26750.23,26562.98,25000,1750.23,0,0,0,Aug-16,45.33,,Oct-18,754,750,0,,1,Individual,,,,0,0,60627,0,4,0,1,23,29951,45,1,5,8081,55,43000,0,3,0,6,3566,9693,70.8,0,0,119,199,10,10,1,10,,17,,0,8,10,10,15,10,15,30,10,19,0,0,0,1,100,50,0,0,109929,60627,33200,66929,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72763683,,2000,2000,2000, 36 months,11.99,66.42,C,C1,maintenance worker,10+ years,OWN,35000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72763683,,debt_consolidation,Debt consolidation,891xx,NV,16.39,0,Apr-94,690,694,1,,112,18,1,4246,16.2,28,w,0,0,2136.75,2136.75,2000,136.75,0,0,0,Sep-16,1740.89,,Mar-17,704,700,0,,1,Individual,,,,0,243,8035,2,1,1,1,12,3789,76,6,9,523,26,26200,0,0,6,10,502,11635,9.8,0,0,12,262,0,0,0,0,,4,,0,5,10,8,12,1,17,27,10,18,0,0,0,7,92.9,0,1,0,31200,8035,12900,5000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72622504,,15450,15450,15450, 36 months,14.46,531.51,C,C4,engineer,7 years,RENT,42000,Source Verified,Feb-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72622504,,credit_card,Credit card refinancing,672xx,KS,33.03,0,Nov-99,700,704,1,,,13,0,17297,91.5,22,w,0,0,9468.15,9468.15,6331.31,3136.84,0,0,0,Jan-18,531.51,,Mar-19,554,550,0,,1,Individual,,,,0,0,54660,0,5,0,1,24,37363,85,0,0,3512,87,18900,1,0,2,1,4555,187,97.5,0,0,106,195,84,24,0,103,,6,,0,3,7,3,5,8,8,14,7,13,0,0,0,0,100,100,0,0,63072,54660,7600,44172,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,INCOME_CURTAILMENT,COMPLETED,3,127.99,May-17,Aug-17,Jun-17,3,8,In Grace Period,383.97,10783.36,168.53,Cash,N,,,,,,
72714037,,10675,10675,10675, 36 months,21.18,403.17,E,E3,,,RENT,29679,Verified,Feb-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72714037,,debt_consolidation,Debt consolidation,482xx,MI,31.49,0,Nov-04,660,664,1,69,,12,0,15266,83.9,14,f,0,0,8844.62,8844.62,5712.47,3132.15,0,0,0,Dec-17,403.17,,Apr-18,499,0,0,69,1,Individual,,,,0,0,21251,1,1,1,1,6,5597,93,1,5,4632,84,18200,0,0,2,7,1771,2127,86.9,0,0,6,135,11,6,1,11,76,3,76,1,9,10,9,10,1,10,11,10,12,0,0,0,2,85.7,77.8,0,0,25174,21251,16200,6000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72623752,,35000,35000,35000, 60 months,28.14,1092.72,G,G2,Facility- Construction Manager,6 years,MORTGAGE,95000,Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72623752,,debt_consolidation,Debt consolidation,760xx,TX,12.72,0,Mar-93,660,664,3,57,,8,0,18190,57.4,27,w,0,0,56109.34,56109.34,35000,21109.34,0,0,0,Sep-18,24716.83,,Dec-18,714,710,0,57,1,Individual,,,,0,15145,201347,3,2,1,2,10,183157,81,4,5,8846,67,31700,1,0,5,7,25168,1396,89.3,0,0,144,275,2,2,4,19,,2,67,2,2,5,2,8,7,6,16,5,8,0,0,0,5,92.6,100,0,0,219129,201347,13000,187429,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72522577,,32475,32475,32475, 60 months,18.99,842.25,D,D4,Office Manager,10+ years,MORTGAGE,75000,Source Verified,Mar-16,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72522577,,credit_card,,300xx,GA,29.62,0,Dec-95,695,699,0,75,84,20,1,15532,40.8,32,w,16712.68,16712.68,30286.74,30286.74,15762.32,14524.42,0,0,0,Mar-19,842.25,Apr-19,Mar-19,704,700,0,,1,Individual,,,,0,0,191145,0,4,0,1,13,64914,94,2,5,2784,75,37700,0,0,0,6,9557,5119,69.4,0,0,242,133,7,7,1,7,,13,,0,9,13,10,12,14,15,17,13,20,0,0,0,2,96.7,40,0,1,228827,80446,16400,69296,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72753324,,10000,10000,10000, 36 months,7.89,312.86,A,A5,RNA,10+ years,MORTGAGE,30000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72753324,,debt_consolidation,Debt consolidation,917xx,CA,16.92,0,Jan-04,695,699,0,42,,8,0,11044,45.6,22,f,0,0,11258.43637,11258.44,10000,1258.44,0,0,0,Feb-19,312.72,,Feb-19,794,790,0,42,1,Individual,,,,0,0,17982,1,1,0,0,100,6938,65,1,1,3882,52,24200,0,0,0,1,2248,9218,48.8,0,0,111,145,4,4,2,4,47,,47,6,3,5,3,8,2,7,18,5,8,0,0,0,1,72.7,0,0,0,34850,17982,18000,10650,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72522608,,20000,20000,20000, 36 months,10.75,652.41,B,B4,Equipment Operator,5 years,RENT,83000,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72522608,,debt_consolidation,,983xx,WA,11.65,0,Jul-01,685,689,0,28,61,8,1,3458,45.5,23,f,0,0,22812.81292,22812.81,20000,2812.81,0,0,0,Nov-17,10357.3,,Nov-17,704,700,0,61,1,Individual,,,,0,60,23473,1,2,2,4,12,20015,70,1,4,1273,65,7600,0,0,1,8,2934,280,88.8,0,0,155,175,4,4,0,14,,9,44,0,1,3,2,3,12,6,11,4,8,0,0,0,3,82.6,100,0,1,36041,23473,2500,28441,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72083039,,11200,11200,11200, 36 months,9.75,360.08,B,B3,Driver,10+ years,MORTGAGE,76000,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72083039,,debt_consolidation,,532xx,WI,13.55,0,Dec-89,690,694,1,,,9,0,1973,78.9,16,w,0,0,12425.10655,12425.11,11200,1225.11,0,0,0,Jul-17,6675.96,,Oct-18,719,715,0,,1,Individual,,,,0,0,167305,1,1,1,5,6,7503,61,0,1,725,65,2500,4,0,1,7,23901,75,90.6,0,0,132,314,13,6,2,52,,6,,0,1,2,1,1,7,4,4,2,9,0,0,0,1,100,100,0,0,177449,9670,800,12237,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72543614,,10525,10525,10525, 36 months,16.29,371.54,D,D1,Carpenter,7 years,OWN,31000,Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72543614,,other,Other,542xx,WI,11.69,1,Feb-02,670,674,0,12,,9,0,3938,70.3,10,w,0,0,13356.22616,13356.23,10525,2831.23,0,0,0,Mar-19,371.38,,Mar-19,584,580,0,,1,Individual,,,,0,0,118393,0,2,0,0,168,11276,70,1,1,1707,70,5600,0,0,1,2,13155,827,82,0,0,168,104,12,12,1,75,12,12,12,0,4,5,4,4,3,6,6,5,9,0,0,0,1,90,75,0,0,126803,15214,4600,16101,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72642986,,20200,20200,20200, 36 months,21.18,762.91,E,E3,Teacher,10+ years,OWN,45960,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72642986,,debt_consolidation,Debt consolidation,783xx,TX,45.38,0,May-99,710,714,1,,,12,0,19251,62.9,47,f,0,0,22216.36003,22216.36,20200,2016.36,0,0,0,Sep-16,18437.47,,Apr-17,684,680,0,,1,Individual,,,,0,0,80596,0,3,1,2,11,61345,57,0,0,6193,61,30600,2,4,3,2,6716,3625,74.7,0,0,192,201,30,11,0,30,,1,,0,3,5,4,5,34,9,13,5,12,0,0,0,1,100,50,0,0,103029,80596,14300,72429,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
72763434,,28000,28000,27750, 36 months,7.39,869.57,A,A4,,,MORTGAGE,85000,Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72763434,,debt_consolidation,Debt consolidation,342xx,FL,15.14,0,Jul-88,720,724,0,58,,17,0,14430,31.2,38,w,0,0,30213.63664,29943.87,28000,2213.64,0,0,0,Jul-17,101.68,,Mar-19,714,710,0,58,1,Individual,,,,0,0,282837,0,2,0,1,17,24641,51,3,6,4500,41,46300,1,0,0,9,18856,23194,30.1,0,0,131,331,10,10,2,10,58,16,58,6,4,7,7,20,4,13,31,7,17,0,0,0,3,84.2,0,0,0,368421,42347,33200,48583,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72743696,,1400,1400,1400, 36 months,19.99,52.03,E,E1,Security,1 year,RENT,21120,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72743696,,other,Other,775xx,TX,12.56,1,Aug-12,660,664,1,12,,7,0,2264,61.2,10,f,0,0,1673.263648,1673.26,1400,273.26,0,0,0,Mar-17,1050.45,,Jun-18,594,590,0,,1,Individual,,,,0,0,65207,0,1,1,2,7,359,36,1,1,719,56,3700,0,2,1,3,9315,81,89.9,0,0,42,34,9,7,2,26,,5,12,0,1,4,1,1,3,5,5,4,7,0,0,0,2,90,100,0,0,69980,2623,800,1000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72553775,,6000,6000,6000, 36 months,24.11,235.75,F,F2,Safety Coordinator ,4 years,RENT,54000,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72553775,,debt_consolidation,Debt consolidation,750xx,TX,19.02,0,Mar-08,670,674,0,,,9,0,13766,72.5,14,w,0,0,8498.671629,8498.67,6000,2483.67,15,0,0,Feb-19,240.46,,Mar-19,689,685,0,,1,Individual,,,,0,0,31715,2,2,1,4,4,17949,80,3,4,3261,76,19000,1,4,2,8,3524,2186,74.9,0,0,95,34,6,4,0,6,,1,,0,4,7,4,4,6,7,8,7,9,0,0,0,4,100,50,0,0,41512,31715,8700,22512,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72785864,,9975,9975,9975, 36 months,15.31,347.31,C,C5,Case manager ,10+ years,RENT,66500,Verified,Feb-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72785864,,debt_consolidation,,112xx,NY,13.91,0,Nov-02,680,684,2,54,,19,0,4733,17.6,29,w,0,0,4780.31,4780.31,2833.94,1333.77,0,612.6,110.268,Mar-17,347.31,,Jul-18,574,570,0,56,1,Individual,,,,0,0,54523,3,2,1,1,10,49790,84,4,6,1062,36,26900,0,0,2,7,2870,9213,23.2,0,0,159,124,5,5,0,6,54,5,54,1,4,8,8,12,6,17,23,8,19,0,0,0,5,89.3,37.5,0,0,72834,54523,12000,45934,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72553706,,8000,8000,8000, 36 months,9.16,255,B,B2,House cleaner ,10+ years,MORTGAGE,30000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72553706,,debt_consolidation,Debt consolidation,223xx,VA,30.44,1,Apr-96,660,664,0,14,,29,0,18911,36.4,47,w,0,0,9171.612821,9171.61,8000,1171.61,0,0,0,Feb-19,254.75,,Mar-19,689,685,0,42,1,Individual,,,,0,126,18911,1,0,0,0,59,0,,4,7,3852,36,51900,0,1,1,7,675,7275,69.4,0,0,59,238,6,6,0,17,14,9,14,1,11,20,12,19,2,29,45,20,29,0,0,0,4,91.5,50,0,0,51900,18911,23800,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72653832,,5925,5925,5925, 36 months,7.89,185.37,A,A5,Data Manager ,1 year,RENT,43000,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72653832,,credit_card,Credit card refinancing,800xx,CO,12.73,0,Mar-09,680,684,0,,,19,0,6889,71,33,w,0,0,6677.110231,6677.11,5925,752.11,0,0,0,Mar-19,185.27,,Feb-19,709,705,0,,1,Individual,,,,0,0,94025,0,17,0,2,17,87136,108,0,0,4805,104,9700,0,1,0,2,4949,2811,71,0,0,73,83,44,17,0,44,,,,0,2,2,2,2,31,2,2,2,19,0,0,0,0,100,50,0,0,90294,94025,9700,80594,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72743610,,7000,7000,7000, 36 months,9.16,223.12,B,B2,,,RENT,30000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72743610,,debt_consolidation,Debt consolidation,802xx,CO,16.12,0,Jun-06,705,709,1,64,,9,0,9581,47.9,15,w,0,0,8041.219981,8041.22,7000,1041.22,0,0,0,Mar-19,223.11,,Mar-19,669,665,0,,1,Individual,,,,0,0,10094,3,1,0,0,57,513,9,3,4,2286,40,20000,0,1,1,4,1122,3024,68.2,0,0,57,116,4,4,0,23,64,6,64,0,4,8,4,9,1,8,14,8,9,0,0,0,3,93.3,50,0,0,25515,10094,9500,5515,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72553726,,10000,10000,10000, 36 months,9.16,318.75,B,B2,Project Manager,10+ years,RENT,90000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72553726,,other,Other,907xx,CA,7.64,0,Sep-98,660,664,3,34,,12,0,4122,24.1,36,w,0,0,10249,10249,10000,249,0,0,0,May-16,9616.59,,Aug-18,614,610,0,34,1,Individual,,,,0,602,8536,3,1,1,1,10,4414,34,3,9,239,28,17100,0,2,3,10,711,3861,5.8,0,0,150,209,2,2,0,2,34,2,34,10,1,6,3,14,6,11,30,6,12,0,0,0,4,72.2,0,0,0,30094,8536,4100,12994,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
70925553,,18950,18950,18950, 60 months,19.99,501.96,E,E1,Automotive Technician ,10+ years,RENT,59245,Not Verified,Feb-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=70925553,,debt_consolidation,Debt consolidation,920xx,CA,10.41,0,Jun-03,670,674,0,31,,5,0,6128,70.4,11,w,0,0,15037.75,15037.75,7174.1,7863.65,0,0,0,Aug-18,501.96,,Mar-19,514,510,0,31,1,Individual,,,,0,0,325936,2,1,0,0,55,6177,30,2,3,4076,42,8700,0,0,0,3,65187,2572,70.4,0,0,55,140,4,4,3,4,31,13,31,2,3,3,3,5,1,3,7,3,5,0,0,0,2,63.6,33.3,0,0,419074,12305,8700,20974,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Jan-19,ACTIVE,Jan-19,5664,45,18
72652743,,14400,14400,14400, 36 months,6.49,441.29,A,A2,ISP Engineer,5 years,RENT,72000,Source Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72652743,,credit_card,Credit card refinancing,633xx,MO,18.68,0,Sep-88,700,704,0,28,,10,0,22771,43,30,w,0,0,15880.85776,15880.86,14400,1480.86,0,0,0,Mar-19,440.9,,Feb-19,729,725,0,28,1,Individual,,,,0,0,39519,0,2,1,2,11,16748,82,0,1,8641,54,53000,2,2,4,3,4391,15134,55.4,0,0,150,329,19,11,3,181,,11,,2,3,7,3,8,11,8,16,7,10,0,0,0,1,90,66.7,0,0,73388,39519,33900,20388,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72522550,,12275,12275,12275, 60 months,19.99,325.15,E,E1,Director of Invoation & Development ,10+ years,RENT,130000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72522550,,debt_consolidation,,606xx,IL,10.5,0,Aug-02,740,744,2,,,28,0,1179,12.2,58,w,0,0,14817.22037,14817.22,12275,2542.22,0,0,0,Mar-17,10929.05,,Apr-17,739,735,0,,1,Individual,,,,0,0,214061,2,21,3,6,5,212882,115,0,4,26,107,9700,17,0,10,10,7645,4663,0.8,0,0,162,45,13,5,0,27,,0,,0,2,3,3,4,47,7,11,3,28,0,0,0,3,100,0,0,0,209581,214061,4700,199881,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72522605,,21000,21000,21000, 36 months,7.39,652.18,A,A4,Superintendent,1 year,RENT,67200,Source Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72522605,,credit_card,,130xx,NY,29.39,0,Oct-01,695,699,0,,,10,0,20312,42.3,29,w,0,0,23449.69569,23449.7,21000,2449.7,0,0,0,Jan-19,1945,,Mar-19,699,695,0,,1,Individual,,,,0,0,119112,1,3,1,2,2,98800,76,0,0,7608,58,48000,1,4,2,2,11911,14688,58,0,0,141,172,26,2,2,26,,2,,0,4,4,5,8,16,7,11,4,10,0,0,0,1,100,20,0,0,167952,119112,35000,119952,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72604206,,10000,10000,10000, 36 months,14.46,344.02,C,C4,,,MORTGAGE,52000,Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72604206,,debt_consolidation,Debt consolidation,604xx,IL,37.57,1,Oct-92,665,669,1,5,62,12,1,5276,56.1,29,w,0,0,12358.89372,12358.89,10000,2358.89,0,0,0,Jan-19,1022.3,,Mar-19,709,705,0,,1,Individual,,,,0,0,63334,1,3,0,0,35,58058,56,1,5,1430,56,9400,0,0,3,5,7037,3611,40.8,0,0,145,280,4,4,0,4,,4,,0,2,4,4,9,8,9,21,4,11,0,0,0,1,96,33.3,1,0,129903,63334,6100,120503,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72613714,,8275,8275,8275, 36 months,16.29,292.12,D,D1,Unit Secretary,6 years,MORTGAGE,23000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72613714,,debt_consolidation,Debt consolidation,620xx,IL,26.3,0,Jan-08,685,689,3,,,7,0,6658,50.8,12,w,0,0,10453.94135,10453.94,8275,2178.94,0,0,0,Jan-19,372.1,,Mar-19,754,750,0,,1,Individual,,,,0,0,69623,1,1,0,0,36,10741,56,2,2,3010,54,13100,1,0,5,2,9946,3172,58.3,0,0,97,34,3,3,3,3,,0,,0,2,4,3,3,4,5,5,4,7,0,0,0,2,100,66.7,0,0,89268,17399,7600,19168,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72673990,,4800,4800,4800, 36 months,6.97,148.15,A,A3,maintenance tech,10+ years,MORTGAGE,93000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72673990,,other,Other,925xx,CA,10.71,0,Jul-01,715,719,0,,,12,0,26165,70.5,24,w,0,0,5300.463204,5300.46,4800,500.46,0,0,0,Aug-18,117.07,,Aug-18,699,695,0,,1,Individual,,,,0,0,710928,1,0,0,0,34,0,,0,2,10372,71,37100,2,5,1,3,59244,7702,69.3,0,0,175,166,18,1,6,38,,2,,0,4,7,5,8,3,8,15,7,12,0,0,0,1,100,60,0,0,826670,26165,25100,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
